train_loss,train_accuracy,valid_loss,valid_accuracy
0.5181921132623333,0.7949745478176108,0.5554915415613275,0.7777296360485269
0.46403423809025385,0.8619083721433987,0.39241259192165573,0.8110918544194108
0.3023340665314296,0.9119462796490848,0.33118479345974167,0.8687175043327556
0.22186979855576608,0.9466045705621141,0.2774465135053584,0.8951473136915078
0.1677476510609666,0.957002057836023,0.299063420609424,0.8942807625649913
0.12866904055827286,0.9693490739737897,0.2613074461880483,0.9081455805892548
